Item,Example,Incorrect Word (Semantics),Incorrect Word (Grammaticality),Missing Word (Semantics),Missing Word (Grammaticality),Named Entity,NE - Person,NE - Location,NE - Organization,NE - Event,NE - Other,Word Order,Factoid,Word Repetition,Collocation,Unknown Words/Misspellings,"Context (Register, Coreference, etc.)",Notes
74,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""breakthrough"" -> ""break through"", missing details about how Zheng Yourong intercepted Yilmaz"
74,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""it was reported"""
76,A,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"""Maritime Administration"" -> ""Maritime Safety Administration"""
76,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""asset detainment"" -> ""property protection"", ""filed ... in the court"" -> ""with the court"", probably plural victim"
77,A,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""the falsifying the clarity"", missing ""post-sale"""
77,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"""are alleged to exist in three major problems"", ""and so on"" - weird register"
77,C,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Missing article on news article, ""purity"" -> ""clarity"", ""post-sales guarantee"" -> ""warrantee"""
78,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Missing ""in recent years"", ""other countries and regions"""
78,C,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"""and in other countries"" -> ""and other countries"", missing ""regions"""
79,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,B,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"missing ""speed"", ""such as the convenience"", ""cater"" -> ""preferred by"", ""especially cater"" doesn't match at all with the subject, previous sentence included in the candidate selection for some odd reason (not counted)"
79,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,relative clause in an awkward place (not counted but arguably word order)
80,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"never said anything about ""medal-winning"" in source, missing ""in preliminary rounds"""
80,B,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"""11 day and night"" -> ""on the night of the 11th"", ""the Zhang Donghong couple"", ""the daughter"" -> ""his daughter"", ""all the way to catch up"", incoherent"
80,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""a number of"" - could be more specific ""dozens"", missing ""in preliminary/previous rounds"""
81,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""learning"" associated with traditional crafts"
81,B,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"""learning traditional crafts"" -> ""opportunity to learn traditional crafts"""
81,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""France have"", ""traditional characters"" -> ""ancestors"""
82,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""is"" -> ""will be"""
82,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,series of tests on what?
83,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""to testify"" -> ""to confirm/verify"""
83,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""decreased from"" -> ""decreased"", missing ""first"""
84,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""two different people"" - ""various people"", missing ""right"" and ""efficiency/ability"""
85,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""efficiency to speak the same way"""
85,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,missing who qualified
86,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"""after the qualifiers for the Rio Olympics"" should be after ""In March 2016"""
87,A,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,"Gracia -> Grecia, Langer -> Lange, missing ""reporter"""
87,B,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"""injury for Grecia"" -> ""injury to Grecia"", missing ""invasive"""
87,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""injury on Grecia"" -> ""injury to Grecia"""
88,A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""facilitate the elderly"" - doing what?, weird parallel structure, incoherent"
88,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,A,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"December never mentioned, didn't translate Shuangxiu and Shuangcheng, ""pilot project"" should be plural"
89,B,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"""implementation"" -> ""implementation of the"", missing ""relevant"" when referring to departments, name of the city"
89,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Double R"", "
90,A,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""a rate of not less than 10 yuan per person per day"" fragment, missing ""standard"""
90,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""standard"", ""fee"" -> ""allowance"""
91,A,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"Krimmetz -> Krimets, ambiguity with who was unhappy"
91,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing information on Fernando's movement - probably incorrectly translated as ""on the right"""
91,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,A,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,"Wang Zhen's gender wrong, officially the World Championship should be ""Athletics"", missing ""Race Walking Challenge"""
92,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""personal event"" -> ""individual event"""
92,C,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,"""Group Walking"" -> ""Race Walking"", never specifies Wang ""who?"", ""upgrading his individual event title"" is strange"
93,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""regress"" -> ""regression"""
93,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"doesn't quite convey the ""some have improved, some have declined"""
94,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""to the Tianchi"""
94,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""At 8 AM on the morning of the previous day"""
94,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""private tours"" was never mentioned in the source"
95,A,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""years"", ""experienced the issues"""
95,B,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"""Dame"" is weird in context (register), repetition of ""breathless"", ""the"" -> ""a"""
95,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"""Aunt"" is weird in context (register)"
96,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"""as"" -> ""of"", companies should be plural in context"
96,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fragments
96,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,never translated abbreviations
97,A,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"""fruit"" -> ""Apple"", ""powder"" -> ""fans"", fragment, ""generation-to-generation"" -> ""every other generation"""
97,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""every generation"" -> ""every other generation"""
98,A,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"""professional"" -> ""specializations"", missing ""good academic background"", ""new"", fragment"
98,B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""family"" -> ""families"", ""and free tuition except for those with specialized scholarships"" -> ""tuition-free specializations"", missing ""new"", ""good character"""
98,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"consistency between undertakings/projects, repetition of implemented"
99,B,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""implement"" -> ""to implement"", ""in the society"" -> ""in service"""
99,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""action"" -> ""projects"""
100,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no ""he said"""
100,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Green field"" -> ""greenfield"""
100,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""annual"""
101,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""under the name Hefei"" -> ""in Hefei"""
101,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"""mortgage outstanding"" -> ""outstanding mortgage"""
102,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""chickens"" -> ""egg-laying chickens/hens"""
102,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,A,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"""portal website"" -> ""the portal website"", missing ""and counties"""
103,B,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"""in addition to"" -> ""with the exception of Youyang"", ""to the"" -> ""on"", ""statistics"" in the wrong place, missing ""districts"", ""different degrees of high temperature allowance"""
103,C,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"""Fuyang"" -> ""Youyang"", missing ""subsidies"""
104,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,B,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"""and once again"" -> ""once again"", ""take the initiative"" -> ""took the initiative"", ""return to the school"" - unclear what kind of school without information about studying"
104,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""transfer"" is wrong, ""service"" -> ""the service"", ""documents relevant to the Payment Business License"" -> ""relevant Payment Business Licenses"""
105,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,C,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""business undertaking work"", ""License"" -> ""Licenses"""
106,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,B,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"""along with"" -> ""in"", missing article on ""busy financial metropolis"", ""large-scaled"" -> ""large-scale"""
106,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,A,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"""Jinyang"" -> ""Mianyang"""
107,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"""returned"" should refer to Huang Yilin returning home to Mianyang"
107,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""of the ... companies"" -> ""the"" is weird"
108,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,B,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,"""whether it is to meet or call"", pronoun wrong, ""said"" -> ""talked about"", second half is a fragment, ""with her parents"" probably should be moved to the end"
109,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,C,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"missing pronouns, ""out of curiosity"" should come after ""stepped forward"", ""just go not far away"" is incoherent"
111,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""when talking about the debt"""
111,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"source talks about the debt being an important problem, not the other way around"
111,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,A,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"""Owen"" -> ""Irving"""
112,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,C,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"""Osman"" -> ""Irving"", ""the top three players"" -> ""among the top three players"", ""as give the ball"" -> ""as he gives the ball"""
113,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"""highly qualified"" for diamonds, ""And Antwerp"" is extremely awkward in context"
113,B,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"""largest"" -> ""one of the largest"", ""craftsman"" -> ""craftsmen"", missing ""the"" in the second sentence"
113,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"""their"" to refer to ""Antwerp"""
114,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""this freight train"" -> ""this class of freight trains"""
114,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing what type of ""categories"""
114,C,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"missing ""and"", missing ""six"", ""covers"" -> ""covering"", incoherent due to weird ordering"
115,A,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"""compete with lonely souls for sacrificial offerings"" -> ""Ghost Grappling Competition"""
115,B,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"""orphans race"" -> ""Ghost Grappling Competition"", ""to participate"" -> ""will participate"", lots of awkward parallel structure"
115,C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"""we had a"" -> context, ""a team"" -> ""teams"", missing ""cooperation"" with schools"
116,A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"""Hamir"" -> ""Hamill"", missing ""another"" on 34 people"
116,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""in hospital"" -> ""in the hospital"""
117,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"""in"" -> ""after"", ""small life"" -> ""new life"", need some way of breaking up the independent clauses"
117,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""of the child"""
118,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""mainstream"""
118,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""point"" -> ""points"", ""lines"" -> ""routes""?"
119,A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,repetition
119,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119,C,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"missing ""the"" on ""Qingdao..."", unnecessary ""if"", ""through the purchase... to"""
120,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""organ"" -> ""agency"", missing article on ""household registration"
120,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""environmental capacity resources"""
121,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Source doesn't talk about ""limiting"" polluters, missing details about ownership, use, resources"
121,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,B,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Missing what the organizers did to the event, ""meaning behind ... is about"""
122,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Missing signficiant amounts of information
123,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""is likely to reach"" -> ""could be as old"""
124,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,A,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"""new station"" -> ""Xinzhu Station"""
125,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"""Xinzhou station"" -> ""Xinzhu Station"""
125,C,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"""newly constructed station"" -> ""Xinzhu Station"""
126,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"""because they were both active speakers"" shouldn't be associated with ""meeting in a large group"" (""and"" should be moved)"
126,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,A,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"""Kyushu Tong"" -> ""Jointown Pharmaceutical"", missing article on management system"
127,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""hospital"" should be plural (grammatical)"
127,C,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"""Jiuzhou Tongji Machinery Co., Ltd"" -> ""Jointown Pharmaceutical"", ""the market demands"", ""implement"" -> ""implementing"", subject-verb agreement on ""use"""
128,A,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"repetition of ""compensation"", missing from whom the family was demanding compensation"
128,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,C,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"""the court"" -> ""in court"", ""to compensation"" -> ""for compensation"", repetition of ""compensation"""
129,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""pain"""
129,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,A,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"""The lowest price."" fragment, missing verb in second half"
130,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,wrong currency
131,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""categories"" -> ""varieties"""
132,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""all"", ""actively on the list"" -> ""to ship their goods on the train"", ""class"" -> ""service"""
132,B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""according to information"" without from where, ""and eagerly waits to be loaded onto the trains"" - unclear what this is supposed to mean"
132,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""bound for Central Asian"" -> ""by the Central Asia service"", ""Central Asian"" -> ""Central Asia"""
133,A,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"Bank of China -> People's Bank of China, inconsistent translation of Payment Business License"
133,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"""and prudently"" out of place"
133,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""prudently"""
134,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""recently"""
134,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,needs something to split the headline
135,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"headline, missing that it's dealing with FITs"
136,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,B,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"""not included considered part"" - repetition, missing ""therefore"""
137,C,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""such as beverages"" -> ""such as with beverages"", ""not covered by"" -> ""not part of"""
138,A,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"""Takeyama"" -> ""Zhushan"", ""gather in"" -> ""visit"""
138,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""about"" -> ""an average of"""
138,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""the reporter of the ChinaNews.com"""
139,B,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"missing source, ""gold content"" -> ""value"""
139,C,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,China News Service -> ChinaNews.com
140,A,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Full name -> ""Chang Yubo"""
140,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,C,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"""CFLD""?, full name ""Chang Yubo"""
141,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,B,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"""Dolly"" -> ""Du Li"", ""rings"" -> ""points"""
141,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""has"" -> ""have"""
143,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,C,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,"""Implementation Opinions"", repetition of ""repeal"", second half is a little off"
144,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,A,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"fragment, missing ""people without household registration"", weird word order, ""file"" -> ""filed"", ""effective"" -> ""valid"""
145,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,C,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""effectiveness"" -> ""validity"", missing ""one-by-one"", ""file"" -> ""filed"""
146,A,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,"""Park Cheng"" -> ""Piao Cheng"", ""in front of the cross"" -> ""made a forward cross"", fragment, ""force sails"" -> ""Lifan"", this desperately needs to be split/reworded to be grammatical"
146,B,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"""Pu Cheng"" -> ""Piao Cheng"", ""to the left"" -> ""from the left"", missing info as to what kind of shot Dabao made"
146,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,B,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"missing ""in Qingdao"", ""first in the nation"", some awkward wording"
147,C,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"""first single"" -> ""first trade"", weird placement of ""first"", ""is"" -> ""being"""
148,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""issues would be ... and is"""
148,B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""chance for"" -> ""chance of"", ""lowering his chances of performing"" -> ""affecting his performance"""
148,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,slight register issue
149,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""with"" -> ""from"""
149,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,missing final clause
150,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""bright spot"" -> ""highlights"", still not grammatical despite being a headline"
150,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""new highlight"" only for traditional customs"
150,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,